Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:27:18.006,Aether 1 Bot,Track Master 100,18.834002s,1884,695,0.368896,0.694995,1.884032,0.368887,0,0
2,17:27:38.410,Aether 2 Bot,Track Master 100,20.400002s,1935,714,0.368992,0.713994,1.935034,0.368983,0,0
3,17:27:58.811,Aether 3 Bot,Track Master 100,20.394001s,1900,692,0.364211,0.691995,1.900033,0.364201,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5735,2101,2.10103,5.734767,

Kills:,3
Deaths:,0
Fight Time:,59.627998
Time Remaining:,0.0
Avg TTK:,19.997332
Damage Done:,2.10103
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2101
Miss Count:,3634
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2101.0
Scenario:,VT Aether Intermediate S5
Hash:,c4c11bf8a727b6e6c836138535bd0879
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:26:59.008
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.534286
Horiz Sens:,1.7
Vert Sens:,1.7
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,282.804382
Resolution Scale:,100.0
